收盘,日期
0.832,2025-09-26
0.839,2025-09-29
0.857,2025-09-30
0.858,2025-10-09
0.831,2025-10-10
0.81,2025-10-13
0.789,2025-10-14
0.806,2025-10-15
0.796,2025-10-16
0.77,2025-10-17
0.785,2025-10-20
0.803,2025-10-21
0.788,2025-10-22
0.794,2025-10-23
0.801,2025-10-24
0.816,2025-10-27
0.806,2025-10-28
0.814,2025-10-29
0.796,2025-10-30
0.788,2025-10-31
0.789,2025-11-03
0.777,2025-11-04
0.769,2025-11-05
0.784,2025-11-06
0.774,2025-11-07
0.782,2025-11-10
0.781,2025-11-11
0.785,2025-11-12
0.793,2025-11-13
0.771,2025-11-14
0.762,2025-11-17
0.747,2025-11-18
0.744,2025-11-19
0.734,2025-11-20
0.719,2025-11-21
0.732,2025-11-24
0.737,2025-11-25
0.742,2025-11-26
0.738,2025-11-27
0.739,2025-11-28
0.743,2025-12-01
0.739,2025-12-02
0.731,2025-12-03
0.737,2025-12-04
0.746,2025-12-05
0.747,2025-12-08
0.733,2025-12-09
0.734,2025-12-10
0.726,2025-12-11
0.739,2025-12-12
0.724,2025-12-15
0.708,2025-12-16
0.716,2025-12-17
0.707,2025-12-18
0.719,2025-12-19
0.722,2025-12-22
0.719,2025-12-23
0.719,2025-12-24
0.72,2025-12-25
0.724,2025-12-26
0.721,2025-12-29
0.728,2025-12-30
0.719,2025-12-31
0.743,2026-01-05
0.758,2026-01-06
0.744,2026-01-07
0.736,2026-01-08
0.739,2026-01-09
0.756,2026-01-12
0.757,2026-01-13
0.764,2026-01-14
0.753,2026-01-15
0.752,2026-01-16
0.744,2026-01-19
0.737,2026-01-20
0.74,2026-01-21
0.742,2026-01-22
0.747,2026-01-23
